,priceList,departureOperatorList,returnOperatorList,departureDateList,returnDateList,daysToFlight
1270,598,Wizz Air,Ryanair,2023-08-27,2023-08-29,83
1271,604,Wizz Air,Ryanair,2023-08-27,2023-08-29,83
1272,784,Ryanair,Wizz Air,2023-08-27,2023-08-29,83
1273,825,Wizz Air,LOT,2023-08-27,2023-08-29,83
1274,488,Wizz Air,Ryanair,2023-08-28,2023-08-30,84
1275,498,Wizz Air,Wizz Air,2023-08-28,2023-08-30,84
1276,543,Wizz Air,Ryanair,2023-08-28,2023-08-30,84
1277,594,Ryanair,Ryanair,2023-08-28,2023-08-30,84
1278,650,Ryanair,Ryanair,2023-08-28,2023-08-30,84
1279,720,Wizz Air,Ryanair,2023-08-28,2023-08-30,84
1280,807,Ryanair,Ryanair,2023-08-28,2023-08-30,84
1281,836,Ryanair,Ryanair,2023-08-28,2023-08-30,84
1282,557,Wizz Air,Wizz Air,2023-08-28,2023-08-30,84
1283,607,Ryanair,Wizz Air,2023-08-28,2023-08-30,84
1284,666,Ryanair,Wizz Air,2023-08-28,2023-08-30,84
1285,698,Wizz Air,Ryanair,2023-08-28,2023-08-30,84
1286,640,Air Serbia,Wizz Air,2023-08-28,2023-08-30,84
1287,658,Air Serbia,Ryanair,2023-08-28,2023-08-30,84
1288,662,Air Serbia,Ryanair,2023-08-28,2023-08-30,84
1289,641,Ryanair,Ryanair,2023-08-29,2023-08-31,85
1290,391,Ryanair,Wizz Air Malta,2023-08-29,2023-08-31,85
1291,659,Ryanair,Wizz Air,2023-08-29,2023-08-31,85
1292,702,Ryanair,Ryanair,2023-08-29,2023-08-31,85
1293,682,Ryanair,Wizz Air,2023-08-29,2023-08-31,85
1294,850,Ryanair,Ryanair,2023-08-29,2023-08-31,85
1295,869,Ryanair,Ryanair,2023-08-29,2023-08-31,85
1296,469,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-29,2023-08-31,85
1297,692,Lufthansa,Ryanair,2023-08-29,2023-08-31,85
1298,720,Lufthansa,Wizz Air,2023-08-29,2023-08-31,85
1299,743,Lufthansa,Wizz Air,2023-08-29,2023-08-31,85
1300,747,Lufthansa,Ryanair,2023-08-29,2023-08-31,85
1301,839,Lufthansa,Ryanair,2023-08-29,2023-08-31,85
1302,867,Lufthansa,Wizz Air,2023-08-29,2023-08-31,85
1303,888,Lufthansa,Wizz Air,2023-08-29,2023-08-31,85
1304,403,Wizz Air,Ryanair,2023-08-30,2023-09-01,86
1305,458,Wizz Air,Wizz Air,2023-08-30,2023-09-01,86
1306,579,Ryanair,Ryanair,2023-08-30,2023-09-01,86
1307,616,Wizz Air,Ryanair,2023-08-30,2023-09-01,86
1308,606,Wizz Air,Ryanair,2023-08-30,2023-09-01,86
1309,786,Ryanair,Ryanair,2023-08-30,2023-09-01,86
1310,852,Ryanair,Ryanair,2023-08-30,2023-09-01,86
1311,642,Ryanair,Wizz Air,2023-08-30,2023-09-01,86
1312,645,Ryanair,Wizz Air,2023-08-30,2023-09-01,86
1313,669,Wizz Air,Ryanair,2023-08-30,2023-09-01,86
1314,792,Ryanair,Ryanair,2023-08-30,2023-09-01,86
1315,639,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-30,2023-09-01,86
1316,669,Ryanair,Wizz Air,2023-08-30,2023-09-01,86
1317,804,Lufthansa,Ryanair,2023-08-30,2023-09-01,86
1318,834,Wizz Air,LOT,2023-08-30,2023-09-01,86
1319,748,Ryanair,Wizz Air,2023-08-31,2023-09-02,87
1320,551,Ryanair,Wizz Air Malta,2023-08-31,2023-09-02,87
1321,915,Ryanair,Ryanair,2023-08-31,2023-09-02,87
1322,953,Ryanair,Ryanair,2023-08-31,2023-09-02,87
1323,955,Ryanair,Ryanair,2023-08-31,2023-09-02,87
1324,914,Ryanair,Ryanair,2023-08-31,2023-09-02,87
1325,1181,Ryanair,Wizz Air,2023-08-31,2023-09-02,87
1326,853,Ryanair,Wizz Air,2023-08-31,2023-09-02,87
1327,585,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-31,2023-09-02,87
1328,659,Kilka linii lotniczych,Kilka linii lotniczych,2023-08-31,2023-09-02,87
1329,808,Lufthansa,Wizz Air,2023-08-31,2023-09-02,87
1330,950,Lufthansa,Ryanair,2023-08-31,2023-09-02,87
1331,967,Lufthansa,Ryanair,2023-08-31,2023-09-02,87
1332,989,Lufthansa,Wizz Air,2023-08-31,2023-09-02,87
1333,991,Lufthansa,Ryanair,2023-08-31,2023-09-02,87
1334,697,Ryanair,Wizz Air Malta,2023-08-31,2023-09-02,87
1335,522,Wizz Air,Wizz Air,2023-09-01,2023-09-03,88
1336,490,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-01,2023-09-03,88
1337,605,Wizz Air,Ryanair,2023-09-01,2023-09-03,88
1338,622,Wizz Air,Ryanair,2023-09-01,2023-09-03,88
1339,772,Ryanair,Wizz Air,2023-09-01,2023-09-03,88
1340,854,Ryanair,Ryanair,2023-09-01,2023-09-03,88
1341,895,Ryanair,Ryanair,2023-09-01,2023-09-03,88
1342,913,Ryanair,Ryanair,2023-09-01,2023-09-03,88
1343,589,Wizz Air,Ryanair,2023-09-01,2023-09-03,88
1344,867,Wizz Air,Wizz Air,2023-09-01,2023-09-03,88
1345,899,Ryanair,Ryanair,2023-09-01,2023-09-03,88
1346,1147,Ryanair,Wizz Air,2023-09-01,2023-09-03,88
1347,574,Wizz Air,Ryanair,2023-09-01,2023-09-03,88
1348,557,Wizz Air,Ryanair,2023-09-01,2023-09-03,88
1349,714,Wizz Air,Air Serbia,2023-09-01,2023-09-03,88
1350,738,Wizz Air,Ryanair,2023-09-01,2023-09-03,88
1351,973,Ryanair,Ryanair,2023-09-02,2023-09-04,89
1352,497,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-02,2023-09-04,89
1353,988,Ryanair,Ryanair,2023-09-02,2023-09-04,89
1354,1006,Ryanair,Ryanair,2023-09-02,2023-09-04,89
1355,1063,Ryanair,Ryanair,2023-09-02,2023-09-04,89
1356,893,Ryanair,Wizz Air,2023-09-02,2023-09-04,89
1357,904,Ryanair,Wizz Air,2023-09-02,2023-09-04,89
1358,1034,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-02,2023-09-04,89
1359,1127,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-02,2023-09-04,89
1360,1166,Austrian Airlines,Ryanair,2023-09-02,2023-09-04,89
1361,1283,Ryanair,Wizz Air,2023-09-02,2023-09-04,89
1362,790,Austrian Airlines,Lufthansa,2023-09-02,2023-09-04,89
1363,806,Austrian Airlines,Lufthansa,2023-09-02,2023-09-04,89
1364,813,Austrian Airlines,Lufthansa,2023-09-02,2023-09-04,89
1365,850,LOT,Wizz Air,2023-09-02,2023-09-04,89
1366,892,Austrian Airlines,Wizz Air,2023-09-02,2023-09-04,89
1367,802,Ryanair,Ryanair,2023-09-03,2023-09-05,90
1368,503,Ryanair,Wizz Air Malta,2023-09-03,2023-09-05,90
1369,805,Ryanair,Wizz Air,2023-09-03,2023-09-05,90
1370,845,Ryanair,Wizz Air,2023-09-03,2023-09-05,90
1371,904,Ryanair,Ryanair,2023-09-03,2023-09-05,90
1372,904,Ryanair,Ryanair,2023-09-03,2023-09-05,90
1373,988,Ryanair,Ryanair,2023-09-03,2023-09-05,90
1374,1013,Wizz Air,Wizz Air,2023-09-03,2023-09-05,90
1375,1074,Wizz Air,Ryanair,2023-09-03,2023-09-05,90
1376,1074,Wizz Air,Wizz Air,2023-09-03,2023-09-05,90
1377,1075,Wizz Air,Ryanair,2023-09-03,2023-09-05,90
1378,1162,Wizz Air,Ryanair,2023-09-03,2023-09-05,90
1379,954,Wizz Air,Ryanair,2023-09-03,2023-09-05,90
1380,1232,Ryanair,Wizz Air,2023-09-03,2023-09-05,90
1381,866,Ryanair,Wizz Air,2023-09-03,2023-09-05,90
1382,991,Austrian Airlines,Ryanair,2023-09-03,2023-09-05,90
1383,508,Wizz Air,Ryanair,2023-09-04,2023-09-06,91
1384,479,Wizz Air,Wizz Air,2023-09-04,2023-09-06,91
1385,528,Wizz Air,Wizz Air,2023-09-04,2023-09-06,91
1386,617,Wizz Air,Ryanair,2023-09-04,2023-09-06,91
1387,633,Wizz Air,Ryanair,2023-09-04,2023-09-06,91
1388,718,Ryanair,Ryanair,2023-09-04,2023-09-06,91
1389,718,Ryanair,Ryanair,2023-09-04,2023-09-06,91
1390,508,Wizz Air,Ryanair,2023-09-04,2023-09-06,91
1391,808,Ryanair,Ryanair,2023-09-04,2023-09-06,91
1392,853,Ryanair,Ryanair,2023-09-04,2023-09-06,91
1393,689,Ryanair,Wizz Air,2023-09-04,2023-09-06,91
1394,623,Air Serbia,Wizz Air,2023-09-04,2023-09-06,91
1395,652,Air Serbia,Ryanair,2023-09-04,2023-09-06,91
1396,652,Air Serbia,Ryanair,2023-09-04,2023-09-06,91
1397,680,Air Serbia,Wizz Air,2023-09-04,2023-09-06,91
1398,480,Ryanair,Wizz Air,2023-09-05,2023-09-07,92
1399,393,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-05,2023-09-07,92
1400,524,Ryanair,Ryanair,2023-09-05,2023-09-07,92
1401,524,Ryanair,Ryanair,2023-09-05,2023-09-07,92
1402,547,Ryanair,Wizz Air,2023-09-05,2023-09-07,92
1403,640,Ryanair,Ryanair,2023-09-05,2023-09-07,92
1404,658,Ryanair,Ryanair,2023-09-05,2023-09-07,92
1405,834,Lufthansa,Ryanair,2023-09-05,2023-09-07,92
1406,649,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-05,2023-09-07,92
1407,732,Ryanair,Ryanair,2023-09-05,2023-09-07,92
1408,805,Lufthansa,Wizz Air,2023-09-05,2023-09-07,92
1409,820,Lufthansa,Wizz Air,2023-09-05,2023-09-07,92
1410,831,Ryanair,Ryanair,2023-09-05,2023-09-07,92
1411,834,Lufthansa,Ryanair,2023-09-05,2023-09-07,92
1412,846,Ryanair,Ryanair,2023-09-05,2023-09-07,92
1413,853,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-05,2023-09-07,92
1414,628,Ryanair,Wizz Air,2023-09-06,2023-09-08,93
1415,356,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-06,2023-09-08,93
1416,673,Ryanair,Ryanair,2023-09-06,2023-09-08,93
1417,673,Ryanair,Ryanair,2023-09-06,2023-09-08,93
1418,498,Ryanair,Wizz Air,2023-09-06,2023-09-08,93
1419,758,Wizz Air,Wizz Air,2023-09-06,2023-09-08,93
1420,760,Ryanair,Wizz Air,2023-09-06,2023-09-08,93
1421,787,Ryanair,Ryanair,2023-09-06,2023-09-08,93
1422,789,Wizz Air,Ryanair,2023-09-06,2023-09-08,93
1423,789,Wizz Air,Ryanair,2023-09-06,2023-09-08,93
1424,543,Ryanair,Ryanair,2023-09-06,2023-09-08,93
1425,911,Ryanair,Ryanair,2023-09-06,2023-09-08,93
1426,906,Wizz Air,Ryanair,2023-09-06,2023-09-08,93
1427,1022,Wizz Air,Ryanair,2023-09-06,2023-09-08,93
1428,611,Ryanair,Wizz Air,2023-09-06,2023-09-08,93
1429,742,Lufthansa,Wizz Air,2023-09-06,2023-09-08,93
1430,544,Ryanair,Wizz Air,2023-09-07,2023-09-09,94
1431,447,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-07,2023-09-09,94
1432,588,Ryanair,Ryanair,2023-09-07,2023-09-09,94
1433,683,Ryanair,Ryanair,2023-09-07,2023-09-09,94
1434,801,Ryanair,Ryanair,2023-09-07,2023-09-09,94
1435,860,Ryanair,Ryanair,2023-09-07,2023-09-09,94
1436,727,Eurowings,Wizz Air,2023-09-07,2023-09-09,94
1437,757,Eurowings,Ryanair,2023-09-07,2023-09-09,94
1438,845,Lufthansa,Wizz Air,2023-09-07,2023-09-09,94
1439,872,Lufthansa,Ryanair,2023-09-07,2023-09-09,94
1440,887,Ryanair,Wizz Air,2023-09-07,2023-09-09,94
1441,1411,Ryanair,Wizz Air,2023-09-07,2023-09-09,94
1442,466,Ryanair,Wizz Air Malta,2023-09-07,2023-09-09,94
1443,584,Ryanair,Wizz Air Malta,2023-09-07,2023-09-09,94
1444,816,Lufthansa,Lufthansa,2023-09-07,2023-09-09,94
1445,849,Ryanair,Ryanair,2023-09-08,2023-09-10,95
1446,661,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-08,2023-09-10,95
1447,897,Ryanair,Ryanair,2023-09-08,2023-09-10,95
1448,916,Ryanair,Wizz Air,2023-09-08,2023-09-10,95
1449,932,Ryanair,Ryanair,2023-09-08,2023-09-10,95
1450,776,Wizz Air,Ryanair,2023-09-08,2023-09-10,95
1451,787,Ryanair,Ryanair,2023-09-08,2023-09-10,95
1452,841,Wizz Air,Ryanair,2023-09-08,2023-09-10,95
1453,690,Wizz Air,Ryanair,2023-09-08,2023-09-10,95
1454,865,Wizz Air,Wizz Air,2023-09-08,2023-09-10,95
1455,1473,Ryanair,Wizz Air,2023-09-08,2023-09-10,95
1456,808,Wizz Air,Ryanair,2023-09-08,2023-09-10,95
1457,928,Air Serbia,Ryanair,2023-09-08,2023-09-10,95
1458,944,Ryanair,Wizz Air,2023-09-08,2023-09-10,95
1459,979,Lufthansa,Ryanair,2023-09-08,2023-09-10,95
1460,983,Ryanair,Air Serbia,2023-09-08,2023-09-10,95
1461,675,Ryanair,Ryanair,2023-09-09,2023-09-11,96
1462,447,Ryanair,Wizz Air Malta,2023-09-09,2023-09-11,96
1463,803,Ryanair,Ryanair,2023-09-09,2023-09-11,96
1464,835,Ryanair,Ryanair,2023-09-09,2023-09-11,96
1465,845,Ryanair,Ryanair,2023-09-09,2023-09-11,96
1466,737,Ryanair,Wizz Air,2023-09-09,2023-09-11,96
1467,855,Ryanair,Wizz Air,2023-09-09,2023-09-11,96
1468,1067,Lufthansa,Ryanair,2023-09-09,2023-09-11,96
1469,1103,Lufthansa,Ryanair,2023-09-09,2023-09-11,96
1470,1417,Ryanair,Wizz Air,2023-09-09,2023-09-11,96
1471,784,Lufthansa,Lufthansa,2023-09-09,2023-09-11,96
1472,784,Lufthansa,Lufthansa,2023-09-09,2023-09-11,96
1473,809,Lufthansa,Lufthansa,2023-09-09,2023-09-11,96
1474,809,Lufthansa,Lufthansa,2023-09-09,2023-09-11,96
1475,827,Lufthansa,Lufthansa,2023-09-09,2023-09-11,96
1476,827,Lufthansa,Lufthansa,2023-09-09,2023-09-11,96
1477,700,Ryanair,Ryanair,2023-09-10,2023-09-12,97
1478,578,Ryanair,Wizz Air Malta,2023-09-10,2023-09-12,97
1479,718,Ryanair,Ryanair,2023-09-10,2023-09-12,97
1480,722,Ryanair,Wizz Air,2023-09-10,2023-09-12,97
1481,773,Wizz Air,Ryanair,2023-09-10,2023-09-12,97
1482,823,Wizz Air,Wizz Air,2023-09-10,2023-09-12,97
1483,846,Ryanair,Ryanair,2023-09-10,2023-09-12,97
1484,888,Ryanair,Wizz Air,2023-09-10,2023-09-12,97
1485,901,Ryanair,Ryanair,2023-09-10,2023-09-12,97
1486,925,Wizz Air,Ryanair,2023-09-10,2023-09-12,97
1487,968,Wizz Air,Ryanair,2023-09-10,2023-09-12,97
1488,992,Wizz Air,Wizz Air,2023-09-10,2023-09-12,97
1489,788,Wizz Air,Ryanair,2023-09-10,2023-09-12,97
1490,754,Ryanair,Ryanair,2023-09-10,2023-09-12,97
1491,876,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-10,2023-09-12,97
1492,882,Ryanair,Wizz Air,2023-09-10,2023-09-12,97
1493,485,Wizz Air,Ryanair,2023-09-11,2023-09-13,98
1494,414,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-11,2023-09-13,98
1495,508,Wizz Air,Wizz Air,2023-09-11,2023-09-13,98
1496,643,Wizz Air,Ryanair,2023-09-11,2023-09-13,98
1497,718,Ryanair,Ryanair,2023-09-11,2023-09-13,98
1498,737,Ryanair,Ryanair,2023-09-11,2023-09-13,98
1499,737,Ryanair,Ryanair,2023-09-11,2023-09-13,98
1500,488,Wizz Air,Ryanair,2023-09-11,2023-09-13,98
1501,488,Wizz Air,Ryanair,2023-09-11,2023-09-13,98
1502,897,Ryanair,Ryanair,2023-09-11,2023-09-13,98
1503,503,Wizz Air,Wizz Air,2023-09-11,2023-09-13,98
1504,752,Ryanair,Wizz Air,2023-09-11,2023-09-13,98
1505,757,Ryanair,Wizz Air,2023-09-11,2023-09-13,98
1506,582,Wizz Air,LOT,2023-09-11,2023-09-13,98
1507,655,Wizz Air,Ryanair,2023-09-11,2023-09-13,98
1508,679,Wizz Air,Ryanair,2023-09-11,2023-09-13,98
1509,619,Ryanair,Wizz Air,2023-09-12,2023-09-14,99
1510,547,Ryanair,Wizz Air,2023-09-12,2023-09-14,99
1511,641,Ryanair,Ryanair,2023-09-12,2023-09-14,99
1512,641,Ryanair,Ryanair,2023-09-12,2023-09-14,99
1513,645,Ryanair,Ryanair,2023-09-12,2023-09-14,99
1514,663,Ryanair,Wizz Air,2023-09-12,2023-09-14,99
1515,936,Ryanair,Ryanair,2023-09-12,2023-09-14,99
1516,657,Ryanair,Wizz Air,2023-09-12,2023-09-14,99
1517,817,Lufthansa,Lufthansa,2023-09-12,2023-09-14,99
1518,858,Lufthansa,Lufthansa,2023-09-12,2023-09-14,99
1519,704,Ryanair,Ryanair,2023-09-12,2023-09-14,99
1520,887,Lufthansa,Ryanair,2023-09-12,2023-09-14,99
1521,887,Lufthansa,Ryanair,2023-09-12,2023-09-14,99
1522,889,Lufthansa,Ryanair,2023-09-12,2023-09-14,99
1523,881,Lufthansa,Wizz Air,2023-09-12,2023-09-14,99
1524,896,Lufthansa,Austrian Airlines,2023-09-12,2023-09-14,99
1525,422,Wizz Air,Ryanair,2023-09-13,2023-09-15,100
1526,408,Wizz Air,Wizz Air,2023-09-13,2023-09-15,100
1527,422,Wizz Air,Ryanair,2023-09-13,2023-09-15,100
1528,664,Ryanair,Wizz Air,2023-09-13,2023-09-15,100
1529,687,Ryanair,Ryanair,2023-09-13,2023-09-15,100
1530,687,Ryanair,Ryanair,2023-09-13,2023-09-15,100
1531,578,Wizz Air,Ryanair,2023-09-13,2023-09-15,100
1532,678,Wizz Air,Ryanair,2023-09-13,2023-09-15,100
1533,842,Ryanair,Ryanair,2023-09-13,2023-09-15,100
1534,607,Wizz Air,Ryanair,2023-09-13,2023-09-15,100
1535,675,Eurowings,Wizz Air,2023-09-13,2023-09-15,100
1536,681,Eurowings,Ryanair,2023-09-13,2023-09-15,100
1537,762,Ryanair,Wizz Air,2023-09-13,2023-09-15,100
1538,541,Wizz Air,Aeroitalia,2023-09-13,2023-09-15,100
1539,673,Ryanair,Wizz Air,2023-09-13,2023-09-15,100
1540,735,Ryanair,Ryanair,2023-09-14,2023-09-16,101
1541,596,Ryanair,Wizz Air,2023-09-14,2023-09-16,101
1542,712,Ryanair,Wizz Air,2023-09-14,2023-09-16,101
1543,865,Ryanair,Ryanair,2023-09-14,2023-09-16,101
1544,1015,Ryanair,Ryanair,2023-09-14,2023-09-16,101
1545,1141,Ryanair,Wizz Air,2023-09-14,2023-09-16,101
1546,1006,Ryanair,Ryanair,2023-09-14,2023-09-16,101
1547,777,Eurowings,Wizz Air,2023-09-14,2023-09-16,101
1548,784,Eurowings,Ryanair,2023-09-14,2023-09-16,101
1549,912,Eurowings,Ryanair,2023-09-14,2023-09-16,101
1550,980,Ryanair,Wizz Air,2023-09-14,2023-09-16,101
1551,736,Ryanair,Ryanair,2023-09-14,2023-09-16,101
1552,747,Ryanair,ITA Airways,2023-09-14,2023-09-16,101
1553,881,Ryanair,Ryanair,2023-09-14,2023-09-16,101
1554,912,Ryanair,Wizz Air Malta,2023-09-14,2023-09-16,101
1555,988,Ryanair,Wizz Air,2023-09-14,2023-09-16,101
1556,965,Ryanair,Ryanair,2023-09-15,2023-09-17,102
1557,656,Ryanair,Wizz Air Malta,2023-09-15,2023-09-17,102
1558,716,Wizz Air,Ryanair,2023-09-15,2023-09-17,102
1559,1015,Ryanair,Wizz Air,2023-09-15,2023-09-17,102
1560,1046,Ryanair,Ryanair,2023-09-15,2023-09-17,102
1561,1104,Ryanair,Ryanair,2023-09-15,2023-09-17,102
1562,810,Wizz Air,Wizz Air,2023-09-15,2023-09-17,102
1563,852,Wizz Air,Ryanair,2023-09-15,2023-09-17,102
1564,1236,Ryanair,Wizz Air,2023-09-15,2023-09-17,102
1565,845,Wizz Air,Ryanair,2023-09-15,2023-09-17,102
1566,1005,Wizz Air,Wizz Air,2023-09-15,2023-09-17,102
1567,1100,Ryanair,Ryanair,2023-09-15,2023-09-17,102
1568,804,Wizz Air,Ryanair,2023-09-15,2023-09-17,102
1569,836,Air Serbia,Ryanair,2023-09-15,2023-09-17,102
1570,847,Wizz Air,Ryanair,2023-09-15,2023-09-17,102
1571,849,Wizz Air,Air Serbia,2023-09-15,2023-09-17,102
1572,883,Ryanair,Ryanair,2023-09-16,2023-09-18,103
1573,504,Ryanair,Wizz Air Malta,2023-09-16,2023-09-18,103
1574,925,Ryanair,Wizz Air,2023-09-16,2023-09-18,103
1575,945,Ryanair,Ryanair,2023-09-16,2023-09-18,103
1576,1017,Ryanair,Ryanair,2023-09-16,2023-09-18,103
1577,1033,Ryanair,Ryanair,2023-09-16,2023-09-18,103
1578,1155,Ryanair,Wizz Air,2023-09-16,2023-09-18,103
1579,1020,Ryanair,Wizz Air,2023-09-16,2023-09-18,103
1580,1166,Lufthansa,Wizz Air,2023-09-16,2023-09-18,103
1581,1232,Lufthansa,Ryanair,2023-09-16,2023-09-18,103
1582,854,Lufthansa,Lufthansa,2023-09-16,2023-09-18,103
1583,905,Lufthansa,Austrian Airlines,2023-09-16,2023-09-18,103
1584,905,Lufthansa,Austrian Airlines,2023-09-16,2023-09-18,103
1585,934,Lufthansa,Austrian Airlines,2023-09-16,2023-09-18,103
1586,974,Lufthansa,Lufthansa,2023-09-16,2023-09-18,103
1587,988,Lufthansa,Lufthansa,2023-09-16,2023-09-18,103
1588,781,Wizz Air,Wizz Air,2023-09-17,2023-09-19,104
1589,537,Wizz Air,Wizz Air,2023-09-17,2023-09-19,104
1590,814,Ryanair,Ryanair,2023-09-17,2023-09-19,104
1591,872,Ryanair,Wizz Air,2023-09-17,2023-09-19,104
1592,886,Ryanair,Ryanair,2023-09-17,2023-09-19,104
1593,895,Ryanair,Ryanair,2023-09-17,2023-09-19,104
1594,895,Ryanair,Ryanair,2023-09-17,2023-09-19,104
1595,668,Wizz Air,Wizz Air,2023-09-17,2023-09-19,104
1596,694,Wizz Air,Ryanair,2023-09-17,2023-09-19,104
1597,766,Wizz Air,Ryanair,2023-09-17,2023-09-19,104
1598,775,Wizz Air,Ryanair,2023-09-17,2023-09-19,104
1599,775,Wizz Air,Ryanair,2023-09-17,2023-09-19,104
1600,788,Ryanair,Wizz Air,2023-09-17,2023-09-19,104
1601,755,Wizz Air,Ryanair,2023-09-17,2023-09-19,104
1602,1065,Ryanair,Wizz Air,2023-09-17,2023-09-19,104
1603,632,Wizz Air,Ryanair,2023-09-17,2023-09-19,104
1604,758,Wizz Air,Wizz Air,2023-09-18,2023-09-20,105
1605,510,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-18,2023-09-20,105
1606,794,Wizz Air,Ryanair,2023-09-18,2023-09-20,105
1607,812,Wizz Air,Ryanair,2023-09-18,2023-09-20,105
1608,969,Ryanair,Ryanair,2023-09-18,2023-09-20,105
1609,969,Ryanair,Ryanair,2023-09-18,2023-09-20,105
1610,989,Ryanair,Wizz Air,2023-09-18,2023-09-20,105
1611,1041,Ryanair,Ryanair,2023-09-18,2023-09-20,105
1612,1050,Ryanair,Ryanair,2023-09-18,2023-09-20,105
1613,674,Wizz Air,Wizz Air,2023-09-18,2023-09-20,105
1614,734,Wizz Air,Ryanair,2023-09-18,2023-09-20,105
1615,734,Wizz Air,Ryanair,2023-09-18,2023-09-20,105
1616,910,Ryanair,Wizz Air,2023-09-18,2023-09-20,105
1617,794,Wizz Air,Ryanair,2023-09-18,2023-09-20,105
1618,863,Wizz Air,Ryanair,2023-09-18,2023-09-20,105
1619,889,Wizz Air,LOT,2023-09-18,2023-09-20,105
1620,732,Ryanair,Wizz Air,2023-09-19,2023-09-21,106
1621,699,Ryanair,Wizz Air Malta,2023-09-19,2023-09-21,106
1622,841,Ryanair,Ryanair,2023-09-19,2023-09-21,106
1623,875,Ryanair,Wizz Air,2023-09-19,2023-09-21,106
1624,926,Ryanair,Ryanair,2023-09-19,2023-09-21,106
1625,926,Ryanair,Ryanair,2023-09-19,2023-09-21,106
1626,945,Ryanair,Ryanair,2023-09-19,2023-09-21,106
1627,823,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-19,2023-09-21,106
1628,970,Lufthansa,Wizz Air,2023-09-19,2023-09-21,106
1629,985,Ryanair,Ryanair,2023-09-19,2023-09-21,106
1630,1022,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-19,2023-09-21,106
1631,1056,Lufthansa,Ryanair,2023-09-19,2023-09-21,106
1632,1082,Ryanair,Wizz Air,2023-09-19,2023-09-21,106
1633,1106,Lufthansa,Wizz Air,2023-09-19,2023-09-21,106
1634,1110,Ryanair,Ryanair,2023-09-19,2023-09-21,106
1635,1124,Ryanair,Ryanair,2023-09-19,2023-09-21,106
1636,688,Wizz Air,Wizz Air,2023-09-20,2023-09-22,107
1637,682,Wizz Air,Wizz Air Malta,2023-09-20,2023-09-22,107
1638,804,Wizz Air,Ryanair,2023-09-20,2023-09-22,107
1639,804,Wizz Air,Ryanair,2023-09-20,2023-09-22,107
1640,885,Wizz Air,Ryanair,2023-09-20,2023-09-22,107
1641,885,Wizz Air,Ryanair,2023-09-20,2023-09-22,107
1642,935,Ryanair,Wizz Air,2023-09-20,2023-09-22,107
1643,1121,Ryanair,Wizz Air,2023-09-20,2023-09-22,107
1644,881,Wizz Air,LOT,2023-09-20,2023-09-22,107
1645,945,Wizz Air,Air Serbia,2023-09-20,2023-09-22,107
1646,978,LOT,Wizz Air,2023-09-20,2023-09-22,107
1647,1262,Lufthansa,Wizz Air,2023-09-20,2023-09-22,107
1648,1398,Wizz Air,Wizz Air,2023-09-20,2023-09-22,107
1649,1645,Ryanair,Wizz Air,2023-09-20,2023-09-22,107
1650,764,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-20,2023-09-22,107
1651,926,Ryanair,Wizz Air,2023-09-21,2023-09-23,108
1652,691,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-21,2023-09-23,108
1653,945,Ryanair,Wizz Air,2023-09-21,2023-09-23,108
1654,1037,Ryanair,Ryanair,2023-09-21,2023-09-23,108
1655,1037,Ryanair,Ryanair,2023-09-21,2023-09-23,108
1656,1117,Ryanair,Ryanair,2023-09-21,2023-09-23,108
1657,1132,Ryanair,Ryanair,2023-09-21,2023-09-23,108
1658,888,Eurowings,Wizz Air,2023-09-21,2023-09-23,108
1659,972,Eurowings,Ryanair,2023-09-21,2023-09-23,108
1660,1588,Ryanair,Wizz Air,2023-09-21,2023-09-23,108
1661,972,Eurowings,Ryanair,2023-09-21,2023-09-23,108
1662,1037,Lufthansa,Lufthansa,2023-09-21,2023-09-23,108
1663,975,Eurowings,Wizz Air,2023-09-21,2023-09-23,108
1664,1137,Eurowings,Lufthansa,2023-09-21,2023-09-23,108
1665,927,Ryanair,Ryanair,2023-09-21,2023-09-23,108
1666,1064,Eurowings,Ryanair,2023-09-21,2023-09-23,108
1667,874,Ryanair,Wizz Air,2023-09-22,2023-09-24,109
1668,685,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-22,2023-09-24,109
1669,1028,Ryanair,Ryanair,2023-09-22,2023-09-24,109
1670,1038,Ryanair,Ryanair,2023-09-22,2023-09-24,109
